"practice_code","practice_name","postcode","latitude","longitude","lad_code","number_of_patients","admin_non_clinical","direct_patient_care","gp","nurses","total_appointments","estimated_wait_time"
"Y00186","3d Medical Centre","BL3 5DP","53.573058","-2.444008","E08000001",1757,"18","8","4","0","580","4.05"
"P82030","Deane Medical Centre","BL3 5AH","53.572699","-2.441983","E08000001",4003,"8","0","4","2","1522","3.59"
"P82660","Deane Clinic 1","BL3 4LU","53.56783","-2.464368","E08000001",3635,"14","2","4","4","1573","2.41"
"P82009","St Helens Road Practice","BL3 3RR","53.559568","-2.457847","E08000001",7645,"20","8","18","4","3816","4.71"
"P82609","Shanti Medical Centre","BL3 3PH","53.563369","-2.451458","E08000001",6368,"12","2","2","2","2290","5.50"
"P82616","Beehive Surgery","BL3 2JR","53.564161","-2.419172","E08000001",3977,"8","0","6","0","1495","5.13"
"P82613","Spring View Medical Centre","BL3 1HQ","53.560837","-2.369742","E08000001",5068,"14","8","6","0","2056","4.05"
"P82020","Little Lever Health Centre 1","BL3 1HH","53.561987","-2.371909","E08000001",4762,"14","4","4","2","1650","6.20"
"P82034","Edgworth Medical Centre","BL7 9RG","53.617589","-2.426383","E08000001",3958,"20","6","8","6","1549","9.46"
"P82643","Bromley Meadows Surgery","BL7 9RG","53.617589","-2.426383","E08000001",7493,"24","0","10","8","2896","9.57"
"P82006","Pike View, Dr Malhotra & Partners","BL6 5PY","53.59827","-2.542552","E08000001",10214,"30","10","18","6","4157","6.19"
"P82003","Kildonan House","BL6 5NW","53.594788","-2.545363","E08000001",15150,"46","12","26","18","8548","3.80"
"P82033","Bradford Street Surgery","BL2 1HT","53.576838","-2.418225","E08000001",2047,"10","0","2","2","1061","2.80"
"P82625","Charlotte Street Surgery","BL1 8TU","53.592518","-2.424635","E08000001",2402,"14","16","4","2","911","3.25"
"P82025","Burnside Surgery","BL1 8TU","53.592518","-2.424635","E08000001",4535,"20","0","16","2","1638","6.03"
"P82607","Crompton View Surgery","BL1 8UP","53.597486","-2.415226","E08000001",5958,"24","4","12","4","2479","9.08"
"P82021","The Oaks Family Practice","BL1 8UP","53.597486","-2.415226","E08000001",7002,"18","6","20","4","2631","9.41"
"P82015","Unsworth Group Practice","BL5 3UB","53.550458","-2.508554","E08000001",20331,"66","14","46","12","13782","6.77"
"P82005","Stable Fold Surgery","BL5 3SF","53.552405","-2.52343","E08000001",7153,"16","0","10","6","3891","6.48"
"P82008","Stonehill Medical Centre","BL4 9QZ","53.543635","-2.402444","E08000001",14702,"54","16","30","8","7191","8.56"
"P82037","Fig Tree Medical Practice","BL4 9AL","53.546194","-2.392388","E08000001",4574,"14","0","6","2","2053","5.47"
"P82652","Farnworth Family Practice","BL4 9AH","53.546123","-2.397759","E08000001",4340,"16","2","6","2","1914","7.00"
"P82007","Kearsley Medical Centre","BL4 8EP","53.543205","-2.382838","E08000001",13371,"44","20","43","12","9400","4.42"
"P82004","Swan Lane Medical Centre","BL3 6TL","53.566945","-2.442391","E08000001",9808,"32","4","8","6","5083","11.51"
"P82012","Octagon Medical Centre","BL1 1SQ","53.576864","-2.431198","E08000001",6135,"16","2","14","4","2723","2.73"
"P82626","Halliwell Surgery 3","BL1 3RG","53.588322","-2.431738","E08000001",5180,"14","2","14","4","2382","7.88"
"P82029","Halliwell Surgery 2","BL1 3RG","53.588322","-2.431738","E08000001",3642,"16","0","14","2","1914","3.75"
"P82022","Dr Rizwan And Dr Awan","BL1 3RG","53.588322","-2.431738","E08000001",5420,"22","2","18","4","2382","5.11"
"P82634","Wyresdale Road Surgery","BL1 4DN","53.581577","-2.452196","E08000001",4174,"20","4","4","6","2469","5.48"
"P82010","Dalefield Surgery","BL1 4JP","53.588167","-2.451813","E08000001",8115,"28","6","10","6","3441","7.27"
"Y02319","Bolton General Practice","BL1 4TH","53.577666","-2.434874","E08000001",7844,"26","4","6","0","2872","7.02"
"P82031","Heaton Medical Centre","BL1 5PU","53.587999","-2.469348","E08000001",10708,"28","8","24","8","4555","6.32"
"P82014","Spring House Surgery","BL1 6AF","53.588374","-2.463553","E08000001",6507,"22","2","18","4","3016","7.45"
"P82627","Cornerstone Surgery","BL1 6AH","53.588155","-2.457402","E08000001",4156,"14","2","4","4","1857","4.13"
"P82023","Mandalay Medical Centre","BL1 7LR","53.610583","-2.432114","E08000001",8707,"28","4","16","10","3987","9.31"
"Y03079","Bolton Community Practice","BL1 8TU","53.592518","-2.424635","E08000001",16051,"38","8","26","10","7418","8.76"
"P82036","Little Lever Health Centre 2","BL3 1HH","53.561987","-2.371909","E08000001",2933,"10","2","2","2","1355","4.46"
"P82001","The Dunstan Partnership","BL2 6NT","53.582354","-2.384279","E08000001",10292,"36","6","16","10","4306","5.88"
"P82018","The Alastair Ross Medical Practice","BL2 6NT","53.582354","-2.384279","E08000001",7349,"20","2","8","2","2880","8.63"
"P82011","Tonge Fold Health Centre","BL2 6DY","53.579119","-2.405772","E08000001",6933,"20","2","16","4","3134","8.03"
"P82016","Harwood Medical Centre","BL2 3HQ","53.604069","-2.398153","E08000001",12022,"50","6","28","12","5087","7.35"
"P82640","Al Fal Medical Group","BL3 5HP","53.572728","-2.446348","E08000001",5152,"16","0","2","2","2083","9.02"
"P82629","Dr S Naseef","BL3 5HP","53.572728","-2.446348","E08000001",2052,"10","2","2","2","864","4.80"
"P82002","Pikes Lane 1","BL3 5HP","53.572728","-2.446348","E08000001",7294,"22","4","10","6","3165","7.63"
"P83004","The Uplands Medical Practice","M45 8GH","53.548583","-2.295815","E08000002",7858,"27","4","10","2","2189","4.57"
"P83011","Unsworth Medical Centre","BL9 8JR","53.560672","-2.273089","E08000002",7258,"22","2","17","4","3360","3.42"
"P83009","Blackford House Medical Centre","BL9 8QA","53.574266","-2.283325","E08000002",7673,"6","2","14","6","2499","7.15"
"P83620","Garden City Medical Centre","BL0 9TN","53.629515","-2.330377","E08000002",5233,"18","4","4","8","2501","8.54"
"P83006","Ramsbottom Medical Practice","BL0 9DD","53.64878","-2.319287","E08000002",8161,"24","2","12","2","3372","5.98"
"P83017","Woodbank Surgery","BL8 1EG","53.60507","-2.308802","E08000002",6971,"13","2","4","4","2479","8.78"
"P83612","Mile Lane Health Centre","BL8 2JR","53.587814","-2.335248","E08000002",5373,"22","2","4","4","1633","6.58"
"P83012","Tower Family Healthcare","BL8 4AD","53.614768","-2.341446","E08000002",48315,"178","42","84","28","17127","9.48"
"Y02755","Rock Healthcare Limited","BL9 0NJ","53.59553","-2.288591","E08000002",10036,"30","6","8","4","3886","11.56"
"P83021","Peel Gps","BL9 0SN","53.59031","-2.29898","E08000002",10024,"24","2","16","6","4235","8.69"
"P83015","Ribblesdale Medical Practice","BL9 0SN","53.59031","-2.29898","E08000002",7438,"23","4","10","8","2725","8.04"
"P83005","Townside Surgery","BL9 0SN","53.59031","-2.29898","E08000002",4609,"16","2","8","2","1897","4.77"
"P83024","Knowsley Medical Centre","BL9 0ST","53.588515","-2.300612","E08000002",4523,"20","0","4","2","1709","9.08"
"P83611","Walmersley Road Medical Practice","BL9 6DX","53.599894","-2.289556","E08000002",4613,"14","0","2","2","1461","2.63"
"P83621","Huntley Mount Medical Centre","BL9 6JA","53.600201","-2.27859","E08000002",3107,"8","6","2","2","901","2.69"
"P83608","The Elms Medical Centre","M45 7FD","53.553233","-2.295201","E08000002",6378,"20","2","10","4","2832","4.55"
"P83007","Radcliffe Medical Practice","M26 2SP","53.560143","-2.323706","E08000002",10956,"20","6","20","10","3811","5.60"
"P83603","Red Bank Group Practice","M26 2SP","53.560143","-2.323706","E08000002",9244,"34","0","4","16","3468","5.21"
"P83010","Monarch Medical Centre","M26 2QZ","53.564198","-2.316823","E08000002",3680,"16","6","6","2","1278","4.90"
"P83609","The Birches Medical Centre","M25 2GN","53.538361","-2.271091","E08000002",3912,"14","2","6","6","1414","8.63"
"P83027","Greyland Medical Centre","M25 1NL","53.537682","-2.27617","E08000002",1827,"14","2","2","0","821","3.05"
"P83605","Whittaker Lane Med Centre","M25 1EX","53.528486","-2.268658","E08000002",7594,"24","2","14","2","2112","7.20"
"P83001","Fairfax Group Practice","M25 1BT","53.533828","-2.28357","E08000002",14124,"30","6","24","4","4234","2.82"
"P83623","Longfield Medical Practice","M25 1BT","53.533828","-2.28357","E08000002",4891,"24","6","6","4","1327","5.95"
"P83025","St Gabriel'S Medical Centre","M25 0HT","53.520809","-2.265791","E08000002",8974,"16","4","10","0","1751","6.63"
"P84064","New Islington Medical Centre","M4 6EE","53.4829","-2.219472","E08000003",12192,"32","2","16","6","3686","2.92"
"P84047","Droylsden Rd Family Practice","M40 2JF","53.500995","-2.181199","E08000003",5724,"16","12","8","4","1393","4.26"
"Y02849","City Health Centre","M1 1PL","53.482754","-2.242932","E08000003",15004,"46","12","18","2","4165","3.38"
"P84683","The Doc'S Surgery","M1 3LY","53.476932","-2.238064","E08000003",13792,"20","8","16","6","3539","8.00"
"P84059","Lime Square Medical Centre","M11 1DA","53.473649","-2.164901","E08000003",8998,"16","2","2","2","2809","5.08"
"P84042","Florence House Medical Practice","M11 1JG","53.472591","-2.162034","E08000003",11074,"34","10","22","2","4119","7.26"
"P84041","Cornerstone Family Practice","M11 3AA","53.474422","-2.195097","E08000003",7825,"22","2","14","2","2515","6.74"
"P84004","Five Oaks Family Practice","M11 3BB","53.47569","-2.19447","E08000003",8720,"16","2","12","2","3080","8.00"
"P84637","Dr Khan'S Practice","M11 4EJ","53.484308","-2.184157","E08000003",2889,"14","2","2","4","1190","6.40"
"P84051","Eastlands Medical Centre","M11 4EJ","53.484308","-2.184157","E08000003",5746,"16","0","6","4","2772","4.09"
"P84032","Drs Hanif & Bannuru","M11 4EJ","53.484308","-2.184157","E08000003",6034,"14","8","10","4","2193","5.64"
"Y02960","New Bank Health","M12 4JE","53.460123","-2.204384","E08000003",6341,"12","8","10","4","2229","1.89"
"P84052","West Gorton Medical Practice","M12 5JE","53.467205","-2.203859","E08000003",7525,"20","0","22","8","3012","6.88"
"P84067","Hazeldene Medical Centre","M40 3HD","53.516187","-2.161372","E08000003",8686,"12","8","16","6","3563","6.24"
"P84025","St George'S Medical Centre","M40 5HP","53.509666","-2.189031","E08000003",7607,"16","4","4","4","2550","7.73"
"Y01695","Mp Victoria Mill","M40 7LH","53.489633","-2.214292","E08000003",4110,"14","2","2","4","1323","6.64"
"P84054","Whitley Road Medical Centre","M40 7QH","53.49493","-2.2227","E08000003",6370,"22","2","8","2","2549","9.09"
"Y02520","Simpson Medical Practice","M40 9NB","53.514029","-2.198039","E08000003",5350,"14","4","4","6","1970","7.30"
"P84644","Parkside Surgery","M12 5RU","53.453189","-2.190843","E08000003",7306,"28","0","12","0","2365","3.26"
"P84689","Manchester Integrative Medical Practice","M13 0RR","53.457584","-2.201887","E08000003",13658,"50","8","28","4","6511","7.33"
"P84026","Dickenson Road Medical Centre","M13 0WQ","53.456107","-2.202285","E08000003",9646,"32","8","10","4","2498","5.95"
"P84009","Ailsa Craig Medical Centre","M13 0YL","53.454175","-2.208542","E08000003",11459,"10","2","16","4","3119","5.74"
"P84611","Brunswick Medical Practice","M13 9UJ","53.469802","-2.22454","E08000003",7873,"12","4","10","0","3020","2.11"
"P84037","Ardwick Medical Practice","M13 9UJ","53.469802","-2.22454","E08000003",6306,"18","4","16","2","2366","7.07"
"P84005","Vallance Medical","M13 9UJ","53.469802","-2.22454","E08000003",14846,"14","4","10","2","2872","2.72"
"P84023","Surrey Lodge Practice","M14 5BY","53.458264","-2.218728","E08000003",9690,"34","10","18","8","3346","5.70"
"P84626","Wilmslow Road Surgery","M14 5LQ","53.452153","-2.222822","E08000003",5790,"16","4","12","2","1934","5.64"
"P84672","Woodlands Medical Practice","M23 9RL","53.406624","-2.31213","E08000003",3715,"10","6","12","2","1202","8.75"
"P84061","Brooklands Medical Practice","M23 9JH","53.401062","-2.303847","E08000003",6176,"28","4","16","6","2750","5.72"
"P84045","The Park Medical Centre","M23 9AB","53.40104","-2.28807","E08000003",5300,"14","0","8","0","1842","7.73"
"P84021","The Maples Medical Centre","M23 2SY","53.384846","-2.286712","E08000003",9337,"20","8","16","4","3491","4.55"
"P84024","Bowland Medical Practice","M23 1JX","53.393153","-2.285265","E08000003",8145,"20","6","26","4","3644","5.93"
"P84651","Northern Moor Medical Practice","M23 0PH","53.408049","-2.285109","E08000003",5766,"20","4","22","2","2172","8.84"
"P84014","Rk Medical Practice","M22 9UH","53.386649","-2.255632","E08000003",5361,"16","4","4","2","2072","3.48"
"P84029","Benchill Medical Practice","M22 9UH","53.386649","-2.255632","E08000003",10602,"32","12","24","4","4786","8.01"
"P84020","Peel Hall Medical Centre","M22 5RX","53.379925","-2.265017","E08000003",9731,"20","4","10","6","4186","3.71"
"P84043","Cornishway Group Practice","M22 5RX","53.379925","-2.265017","E08000003",9733,"32","18","22","4","3659","5.58"
"P84012","Northenden Group Practice","M22 4DH","53.406431","-2.265032","E08000003",8679,"38","20","20","6","4463","4.95"
"P84048","Tregenna Group Practice","M22 0EP","53.370756","-2.256528","E08000003",6876,"24","10","18","0","2854","7.85"
"P84068","Chorlton Family Practice","M21 9NJ","53.443773","-2.279717","E08000003",22320,"66","18","40","18","9584","4.74"
"P84066","David Medical Centre","M21 8HA","53.43186","-2.268652","E08000003",7636,"26","8","12","2","2796","3.92"
"P84071","Wilbraham Surgery","M21 0UF","53.442318","-2.271518","E08000003",4707,"20","2","8","2","1625","8.01"
"P84678","Didsbury Medical Centre - Dr Whitaker","M20 6BA","53.420371","-2.231819","E08000003",16096,"36","24","34","8","6896","4.37"
"P84017","Ladybarn Group Practice","M20 4SS","53.429923","-2.213962","E08000003",12785,"36","14","28","2","4444","4.51"
"P84665","Withington Medical Practice","M20 3HE","53.433705","-2.229695","E08000003",4905,"10","8","4","0","1389","3.71"
"P84034","Barlow Medical Centre","M20 2RN","53.413163","-2.231434","E08000003",16232,"34","14","42","8","5536","6.34"
"P84010","The Borchardt Medical Centre","M20 1EB","53.434307","-2.237795","E08000003",10373,"26","10","32","2","3537","3.65"
"P84056","Princess Road Surgery","M20 1BH","53.440374","-2.243625","E08000003",4393,"20","4","12","4","1534","2.57"
"P84016","Levenshulme Medical Practice","M19 3BX","53.446352","-2.188524","E08000003",9286,"22","4","16","4","2806","6.84"
"P84053","Ashcroft Surgery","M19 3BS","53.445449","-2.19117","E08000003",7903,"28","2","20","4","2298","7.87"
"P84027","West Point Medical Centre","M19 2AF","53.445978","-2.197586","E08000003",8164,"20","4","12","6","2282","6.21"
"P84022","Kingsway Medical Practice","M19 1UG","53.420137","-2.212694","E08000003",6265,"20","6","10","2","2258","4.08"
"P84028","Gorton Medical Centre","M18 8HE","53.462189","-2.175881","E08000003",10384,"24","6","2","2","4308","8.07"
"P84050","Mount Road Surgery","M18 7BQ","53.45981","-2.1814","E08000003",7863,"22","6","14","4","2784","8.52"
"P84038","Ashville Surgery","M16 9RT","53.452519","-2.268044","E08000003",13531,"2","0","22","4","3680","4.04"
"P84650","The Alexandra Practice","M16 8NG","53.443126","-2.255745","E08000003",6207,"22","2","16","0","1886","3.93"
"P84039","The Range Medical Centre","M16 8EE","53.452309","-2.257066","E08000003",12729,"30","4","22","10","4371","4.53"
"P84635","The Whitswood Practice","M16 7AP","53.455769","-2.253502","E08000003",5294,"12","4","12","6","3112","2.35"
"P84630","The Arch Medical Practice","M15 5TJ","53.46774","-2.249612","E08000003",23277,"30","4","32","4","5421","5.72"
"P84669","Cornbrook Medical Practice","M15 4EA","53.468141","-2.259873","E08000003",17943,"38","2","18","4","5128","5.48"
"P84639","Fallowfield Medical Centre","M14 6YL","53.438823","-2.21351","E08000003",3788,"24","2","0","0","1336","3.17"
"P84035","Bodey Medical Centre","M14 6WP","53.440636","-2.214798","E08000003",16622,"72","10","42","10","8399","3.76"
"P84018","Mauldeth Medical Centre","M14 6SQ","53.434839","-2.213428","E08000003",4175,"10","2","4","4","641","10.04"
"Y02890","Hawthorn Mc","M14 6FS","53.443216","-2.204544","E08000003",6892,"32","6","20","8","3126","5.49"
"P84072","The Robert Darbishire Practice","M14 5NP","53.454635","-2.226162","E08000003",33760,"72","42","52","22","13253","2.13"
"P84030","New Collegiate Medical Centre","M8 0DA","53.504378","-2.236077","E08000003",13478,"28","6","30","6","5496","6.16"
"P84645","Park View Medical Centre","M8 4RF","53.518504","-2.233306","E08000003",6411,"14","2","6","0","2256","5.65"
"P84684","Crumpsall Medical Practice","M8 5RB","53.517882","-2.229502","E08000003",6323,"14","0","4","0","3325","3.91"
"P84046","Cheetham Hill Medical Centre","M8 8UP","53.501162","-2.23526","E08000003",20406,"0","2","13","10","5129","4.02"
"P84074","Wellfield Medical Centre","M8 9JT","53.512545","-2.242019","E08000003",11089,"40","8","20","4","5464","4.58"
"P84033","Beacon Medical Centre","M9 0FN","53.534341","-2.219211","E08000003",4427,"16","0","6","2","1661","3.02"
"P84065","Church View Medical Centre","M9 4BE","53.512042","-2.213622","E08000003",4465,"10","0","0","2","1738","5.18"
"P84679","Willowbank Surgery","M9 4WH","53.50993","-2.208318","E08000003",2215,"8","2","2","4","806","4.29"
"P84040","Conran Medical Centre","M9 5BH","53.510547","-2.210659","E08000003",7608,"26","4","12","4","2388","9.30"
"P84605","Fernclough Surgery","M9 5RD","53.50589","-2.216154","E08000003",2029,"6","2","2","4","754","4.86"
"P84049","The Avenue Medical Centre","M9 6BA","53.533178","-2.211676","E08000003",11414,"34","4","18","8","3992","5.05"
"Y02325","Charlestown Md","M9 7ED","53.52264","-2.186902","E08000003",5372,"18","2","6","4","1816","5.13"
"P84690","Dam Head Medical Centre","M9 7HD","53.526139","-2.21232","E08000003",2847,"12","2","4","0","1219","4.72"
"P84663","The Neville Family Centre","M9 8DX","53.522932","-2.219707","E08000003",5760,"16","2","10","2","1707","7.09"
"P84019","Valentine Medical Centre","M9 8PP","53.515702","-2.213082","E08000003",10782,"26","2","16","4","4675","6.15"
"P84673","Ancoats Urban Village Medical Practice","M4 6EE","53.4829","-2.219472","E08000003",13582,"48","14","30","18","7188","5.21"
"P84070","Newton Heath Medical Centre","M40 2JF","53.500995","-2.181199","E08000003",8452,"26","4","4","4","2567","3.86"
"Y02875","Lindley House Health Centre","OL1 1NL","53.543824","-2.116945","E08000004",4846,"10","4","4","4","5547","9.25"
"P85012","Oldham Medical Services","OL8 3HF","53.525357","-2.111235","E08000004",5908,"18","4","6","2","3116","3.52"
"Y02933","Hollinwood Medical Practice","OL8 3TR","53.522114","-2.127652","E08000004",8511,"34","8","24","10","0",NULL
"P85011","Ch Medical Practice","OL9 8NH","53.533131","-2.14508","E08000004",12701,"36","8","20","8","5977","6.96"
"P85018","Md Family Practice","OL9 7AY","53.53731","-2.130534","E08000004",4405,"18","0","2","6","1486","5.34"
"P85612","Werneth Medical Practice","OL9 7AY","53.53731","-2.130534","E08000004",4041,"10","0","4","0","744","6.55"
"P85615","Kapur Family Care","OL9 7AY","53.53731","-2.130534","E08000004",11877,"28","12","6","2","4154","3.45"
"P85004","Chadderton Medical Practice","OL9 0LH","53.545559","-2.142182","E08000004",6185,"20","4","8","2","1685","9.06"
"P85010","Woodlands Medical Practice","OL9 0LH","53.545559","-2.142182","E08000004",13935,"38","8","20","12","5954","7.85"
"P85605","Littletown Family Med Pract","OL8 4LR","53.529137","-2.134298","E08000004",7652,"28","6","10","4","3264","6.72"
"P85016","Saddleworth Medical Practice","OL3 6AH","53.548331","-2.004957","E08000004",14002,"42","10","18","16","5191","8.31"
"P85021","Greenbank Medical Practice","OL4 1BN","53.537929","-2.096166","E08000004",10238,"38","4","18","6","3584","5.33"
"P85601","Jalal Practice","OL1 1NL","53.543824","-2.116945","E08000004",3157,"12","0","4","4","1431","2.50"
"P85007","Oldham Family Practice","OL1 1NL","53.543824","-2.116945","E08000004",4023,"14","2","8","2","1906","3.85"
"P85003","The Chowdhury Practice","OL1 1NL","53.543824","-2.116945","E08000004",6148,"18","2","10","6","2153","5.19"
"P85002","St Mary'S Medical Centre","OL1 3UL","53.543625","-2.108554","E08000004",6772,"24","10","24","2","2302","5.31"
"P85610","Medlock Medical Practice","M35 0AD","53.509855","-2.156747","E08000004",7610,"24","6","14","2","4123","2.51"
"P85606","Moorside Medical Practice","OL1 4JU","53.561455","-2.076954","E08000004",6843,"24","0","6","4","2130","5.05"
"P85608","Perkins Practice","OL1 1NL","53.543824","-2.116945","E08000004",2491,"12","2","2","2","860","9.09"
"P85019","Royton Medical Centre","OL2 5QL","53.566464","-2.126109","E08000004",6804,"24","10","10","0","4086","2.59"
"P85013","The Royton & Crompton Family Practice","OL2 6QW","53.566109","-2.121594","E08000004",21291,"90","14","30","22","6774","4.49"
"P85014","Hopwood House Medical Practice","OL4 1JN","53.542109","-2.095467","E08000004",6548,"26","4","10","10","2483","6.90"
"P85622","Glodwick Medical Practice","OL4 1YN","53.537786","-2.095095","E08000004",11141,"26","12","14","12","2927","7.42"
"P85015","Alexandra Group Med Pract","OL4 1YN","53.537786","-2.095095","E08000004",7608,"28","2","6","4","2169","4.76"
"P85020","Springfield House","OL4 2RJ","53.548913","-2.082714","E08000004",7535,"34","2","12","6","2211","10.85"
"P85022","Lees Medical Practice","OL4 3BP","53.540281","-2.074881","E08000004",5074,"30","2","6","2","1758","3.21"
"P85005","Leesbrook Surgery","OL4 3DG","53.53879","-2.07266","E08000004",9417,"34","4","16","8","3784","9.14"
"P85026","Quayside Medical Practice","M35 0AD","53.509855","-2.156747","E08000004",16090,"28","8","20","6","5213","4.58"
"Y02827","John Street Medical Practice","OL8 1DF","53.540449","-2.119272","E08000004",5051,"26","2","12","4","1578","6.88"
"Y02753","Hill Top Surgery","OL8 2QD","53.52011","-2.100756","E08000004",5901,"22","6","18","2","2030","6.03"
"P86602","Heady Hill Surgery","OL10 4RG","53.593657","-2.241622","E08000005",3429,"12","0","12","2","1270","3.26"
"P86019","Durnford Medical Centre","M24 6DL","53.554038","-2.197033","E08000005",9887,"30","4","18","2","3440","8.05"
"P86620","Windermere Surgery","M24 5WF","53.55956","-2.205709","E08000005",2885,"12","0","8","4","882","6.37"
"P86012","Woodside Medical Centre","M24 5QL","53.556347","-2.213286","E08000005",9021,"22","6","14","2","4285","2.47"
"P86606","Family Practice","M24 4EN","53.554714","-2.216357","E08000005",4321,"20","2","8","0","2062","3.92"
"Y02795","Middleton Health Centre","M24 4EL","53.548242","-2.201051","E08000005",5124,"24","8","8","2","1838","6.47"
"P86004","Peterloo Medical Centre","M24 4DZ","53.54676","-2.20616","E08000005",8904,"42","2","22","4","3282","6.01"
"Y00726","The Hive Health Centre","M24 2YJ","53.55683","-2.187672","E08000005",5598,"12","4","8","2","2353","8.91"
"P86015","Rochdale Road Medical Centre","M24 2PU","53.556772","-2.195702","E08000005",5942,"14","4","6","2","3337","3.80"
"P86010","The Junction Surgery","M24 2AU","53.541857","-2.174915","E08000005",8595,"34","10","16","2","3172","8.67"
"P86001","Milnrow Village Practice","OL16 4JF","53.603292","-2.103839","E08000005",8097,"26","2","12","6","3159","7.56"
"P86022","Stonefield Street Surgery","OL16 4JF","53.603292","-2.103839","E08000005",8759,"34","6","18","6","3634","7.72"
"Y02720","The Kingsway Practice","OL16 4AT","53.613309","-2.136045","E08000005",4482,"18","4","10","4","2053","5.39"
"P86017","Inspire Medical Centre","OL16 2UY","53.622746","-2.138254","E08000005",4761,"24","2","4","2","1609","4.61"
"P86014","Croft Shifa Health Centre","OL16 2UP","53.622652","-2.139598","E08000005",7987,"20","4","8","2","2144","4.90"
"P86005","Yorkshire St Surgery","OL16 2DN","53.620446","-2.152215","E08000005",6199,"8","2","10","4","2476","8.68"
"P86018","Littleborough Group Practice","OL15 8HF","53.642995","-2.103349","E08000005",8631,"24","6","14","8","2772","6.09"
"P86021","Pennine Surgery","OL15 8HF","53.642995","-2.103349","E08000005",3716,"8","2","8","4","1240","5.45"
"P86624","Trinity Medical Centre","OL15 8AR","53.642442","-2.0994","E08000005",4258,"18","2","13","6","1717","7.67"
"P86608","The Village Medical Ctr.","OL15 8AQ","53.642757","-2.097994","E08000005",4330,"14","2","4","4","1378","4.35"
"P86008","Mark Street Surgery","OL12 9BE","53.62423","-2.144639","E08000005",10280,"34","2","16","4","3887","10.18"
"P86026","The Dawes Family Practice","OL12 6RX","53.619474","-2.165423","E08000005",7576,"26","4","10","2","2664","6.43"
"P86006","Ashworth Street Surgery","OL12 6RT","53.619565","-2.165652","E08000005",17093,"34","4","30","10","6596","8.15"
"P86013","Healey Surgery","OL12 0SN","53.633087","-2.162786","E08000005",6157,"16","0","12","6","1631","6.14"
"P86003","Edenfield Road Surgery","OL11 5AQ","53.622297","-2.188671","E08000005",10719,"38","4","18","8","3803","9.55"
"P86009","Castleton Health Centre","OL11 3HY","53.597049","-2.182983","E08000005",10436,"34","8","24","8","3996","9.02"
"Y02721","Kirkholt Medical Practice","OL11 2JG","53.593843","-2.156016","E08000005",4978,"22","12","16","6","2389","3.23"
"P86002","Dr Gwd Bhima","OL11 1DN","53.611678","-2.154253","E08000005",1785,"8","0","0","0","896","3.23"
"P86609","The Dale Medical Practice","OL11 1DN","53.611678","-2.154253","E08000005",2476,"12","0","4","2","714","4.40"
"P86614","Dr A Hamid","OL11 1DN","53.611678","-2.154253","E08000005",4738,"12","2","2","0","1967","4.81"
"P86619","Dr Mb Ghafoor & Partners","OL11 1DN","53.611678","-2.154253","E08000005",6487,"18","2","4","2","2009","2.84"
"P86007","Wellfield Health Centre","OL11 1AD","53.607039","-2.147616","E08000005",13806,"32","12","20","6","4986","5.59"
"Y02718","Birtle View Medical Practice","OL10 4PW","53.595039","-2.227878","E08000005",4428,"22","2","12","2","2128","3.93"
"P86011","Longford Street Medical Centre","OL10 4NH","53.594259","-2.218524","E08000005",8528,"30","4","14","4","4171","4.68"
"P86016","Heywood Health","OL10 3SD","53.58737","-2.239335","E08000005",8759,"32","8","22","4","4044","4.90"
"P86023","Hopwood Medical Centre","OL10 2BS","53.587143","-2.212052","E08000005",9480,"14","14","22","6","3716","4.80"
"P87651","Limefield Road Medical Practice","M7 4NX","53.506995","-2.26047","E08000006",4549,"16","6","8","0","1046","0.98"
"P87020","St Andrews Medical Centre","M30 0NU","53.484875","-2.339619","E08000006",15902,"40","8","26","10","6762","7.95"
"P87610","The Mosslands Medical Practice","M44 5LH","53.437925","-2.432258","E08000006",12669,"54","6","30","6","6537","5.98"
"P87024","3/Springfield House Medical Practice","M30 8QD","53.480252","-2.362019","E08000006",11717,"38","6","22","6","4852","6.54"
"P87620","1/Monton Medical Practice","M30 8AR","53.491862","-2.356978","E08000006",9381,"40","0","14","10","2997","6.88"
"P87016","The Sides Medical Practice","M27 0EW","53.505945","-2.35423","E08000006",13663,"32","8","26","8","8273","4.91"
"P87002","The Poplars Medical Practice","M27 0NA","53.510603","-2.34171","E08000006",11504,"24","4","22","8","4410","7.01"
"P87008","Walkden Medical Centre","M28 3AT","53.522942","-2.397527","E08000006",8748,"28","4","16","10","5118","3.84"
"P87017","The Limes Medical Practice","M28 3AT","53.522942","-2.397527","E08000006",4889,"24","6","10","4","2034","3.93"
"P87624","Ellenbrook Medical Centre","M28 1PB","53.511185","-2.413552","E08000006",5105,"22","2","10","2","2283","8.21"
"P87627","Orchard Medical Practice","M28 1LZ","53.502916","-2.420948","E08000006",3427,"12","2","4","2","1334","6.84"
"P87022","Mocha Parade Medical Practice","M7 3SE","53.502291","-2.278111","E08000006",2179,"8","2","4","2","971","7.34"
"P87654","Dr A Chaudhry & Dr I Jeet","M7 1RD","53.49359","-2.258808","E08000006",11557,"32","10","38","4","5458","7.60"
"P87028","The Gill Medical Practice","M28 3DR","53.524288","-2.398384","E08000006",9762,"34","6","26","4","5837","6.95"
"P87032","Orient Road Medical Practice","M6 8LE","53.494182","-2.325434","E08000006",6340,"28","2","12","4","3513","7.49"
